Solution Name,Description,Job Levels,Languages,Assessment Length,Remote Testing,Adaptive/IRT,Test Type,Detail URL,PDF Paths
Spring (New),"Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions","Mid-Professional, Professional Individual Contributor",English (USA),9,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/spring-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Spring_(New).pdf
Statistical Analysis System (New),Multi-choice test that measures the ability to use the SAS software for statistical analysis,"Mid-Professional, Professional Individual Contributor",English (USA),11,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/statistical-analysis-system-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Statistical_Analysis_System_(New).pdf
Struts (New),"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors","Mid-Professional, Professional Individual Contributor",English (USA),5,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/struts-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Struts_(New).pdf
Swing (New),"Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing","Mid-Professional, Professional Individual Contributor",English (USA),4,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/swing-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Swing_(New).pdf
Tableau (New),"Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting","Mid-Professional, Professional Individual Contributor",English (USA),8,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/tableau-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Tableau_(New).pdf
Telecommunications Engineering (New),"Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),7,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/telecommunications-engineering-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Telecommunications_Engineering_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SHL_Telecommunications_Engineering_(New)_Sample_Report.pdf
Teradata Development (New),"Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management, basic extensions, logical expressions, subqueries, SQL optimization, physical database design, table partitioning, query analysis and indexes","Mid-Professional, Professional Individual Contributor",English (USA),9,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/teradata-development-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Teradata_Development_(New).pdf
Time Management (U.S.),"This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and covers the following topics: Action Plans, Controlling, Decision Making, Organizing, Planning, Scheduling, Time Usage, and Time Wasters","Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor",English (USA),15,Yes,Yes,K,https://www.shl.com/solutions/products/product-catalog/view/time-management-u-s/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/BB_Fact_Sheet_TimeManagement_US.pdf
Training Development,"The Training Development test measures knowledge of developing and delivering training programs. Designed for experienced trainers, this test covers the following topics: Analysis Methods, Audience Analysis, Design Materials, Design Strategy, Developing Instructional Materials, General Knowledge, Media, Project Management Plan, Purpose of Training, Training Delivery, and Writing Instructional Objectives","Front Line Manager, Manager",English (USA),15,Yes,Yes,K,https://www.shl.com/solutions/products/product-catalog/view/training-development/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/BB_Fact_Sheet_TrainingDevelopment.pdf
Typing (New),Typing based test that evaluates typing speed and accuracy,Entry-Level,English (USA),2,Yes,No,S,https://www.shl.com/solutions/products/product-catalog/view/typing-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Typing_(New).pdf
UNIX (New),"Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell programming","Mid-Professional, Professional Individual Contributor",English (USA),9,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/unix-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/UNIX_(New).pdf
UiPath RPA Development (New),"Multi-choice test that measures the knowledge on UiPath architecture, workflows recording, UI interaction, automation, and orchestrator","Mid-Professional, Professional Individual Contributor",English (USA),8,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/uipath-rpa-development-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/UiPath_RPA_Development_(New).pdf
Universal Competency Framework Interview Guide,"The UCF Interview Guide provides a structured way of gathering information about each candidate and their competency potential across the 20 UCF Dimensions.

NOTE: Simplified Chinese Guide is available from local office; Portuguese Guide is available from Distributor","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor","English International, Swedish, German, Finnish",N/A,Yes,No,C P,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/,N/A
Universal Competency Framework Job profiling guide,"The SHL Universal Competency Framework establishes a common language for competencies that underpins SHL’s products and services. It is a single underlying construct framework that provides a rational, consistent and practical basis for the purpose of understanding people’s behaviours at work and the likelihood of being able to succeed in a given role and in a given environment","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor","English International, Portuguese",Approximate Completion Time in minutes = Untimed,Yes,No,C P,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,N/A
Universal Competency Framework Profiler Cards (44),"The UCF sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any organisation around the world","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor","Portuguese (Brazil), Latin American Spanish, French, Chinese Simplified, Icelandic, Lithuanian, Danish, Dutch, English International, Finnish, German, Italian, Norwegian, Portuguese, Spanish, English (USA), Swedish",Approximate Completion Time in minutes = Untimed,Yes,No,C P,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,N/A
VB.NET (New),"Multi-choice test that measures the knowledge on the concepts of VB.NET assemblies, OOPs concepts, ADO.NET, multithreading, exception handling and GUI","Mid-Professional, Professional Individual Contributor",English (USA),10,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/vb-net-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VB.NET_(New).pdf
VLSI and Embedded Systems (New),Multi-choice test that measures the knowledge of VLSI and embedded systems basics,"Mid-Professional, Professional Individual Contributor",English (USA),9,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VLSI_and_Embedded_Systems_(New).pdf
Verify - Deductive Reasoning,"The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables organisations to recruit and develop candidates applying for jobs at all levels that require deductive reasoning ability.

The Deductive Reasoning Test is a new test in the SHL Verify range of ability tests, and measures the ability to:
•	draw logical conclusions based on information provided
•	identify strengths and weaknesses of arguments
•	complete scenarios using incomplete information

The test is 18 minutes long, has 20 items and is designed to provide an indication of how an individual will perform when asked to develop solutions when presented with information and draw sound conclusions from data.  

This form of reasoning is commonly required to support work and decision-making in many different types of jobs and at many levels. Sample tasks for jobs that may require deductive reasoning include, but are not limited to:
•	evaluate arguments
•	analyse scenarios
•	draw logical conclusions","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Arabic, French (Canada), Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, English International, Italian, Japanese, Korean, Latin American Spanish, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Spanish, Swedish, Thai, Turkish, English (USA), Norwegian",20,Yes,Yes,A,https://www.shl.com/solutions/products/product-catalog/view/verify-deductive-reasoning/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Deductive_Reasoning_Fact_Sheet.pdf
Verify - Following Instructions,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given,Entry-Level,"Latin American Spanish, Arabic, Chinese Simplified, German, French, Italian, Dutch, English (USA), English International",8,Yes,No,A,https://www.shl.com/solutions/products/product-catalog/view/verify-following-instructions/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Verify_Following_Instructions.pdf
Verify - G+,"The G+ test is part of the Verify suite of cognitive ability tests. The test is designed to measure three types of ability: Numerical, Deductive, and Inductive. There are 30 questions in the test, with 10 questions for each of the three abilities measured. Sample tasks for jobs that may require these abilities include, but are not limited to: evaluating arguments, analyzing scenarios, working with data, doing mathematical computations, interpreting graphs and tables, and drawing logical conclusions. The G+ test, due to its adaptive nature, is appropriate for all job levels and roles","General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager","Romanian, English (USA), English International, French (Canada), Latin American Spanish, Arabic, Dutch, French, German, Swedish, Chinese Simplified, Chinese Traditional, Czech, Danish, Greek, Hungarian, Italian, Korean, Norwegian, Polish, Portuguese, Thai, Turkish, Finnish, Japanese, Spanish, Indonesian, Russian, Slovak, Serbian, Portuguese (Brazil), Vietnamese",36,Yes,Yes,A,https://www.shl.com/solutions/products/product-catalog/view/verify-g/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_Simplified_Chinese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_Swedish.pdf
Verify - General Ability Screen,"The General Ability Screen is a first for us – a measure of general mental ability or ‘g’ .
Targeted at ‘entry-level’ roles, General Ability Screen is intended to precede other measures to provide process efficiency, and to ensure candidates experience the most positive possible assessment process, by being quick, fair and available as an online test 24/7/365. 
As the name suggests, the test is designed to be used in screening or sifting processes",Entry-Level,"German, French (Canada), English (USA), English International, Latin American Spanish, Dutch, French, Chinese Simplified, Portuguese (Brazil), Turkish, Japanese",10,Yes,Yes,A,https://www.shl.com/solutions/products/product-catalog/view/verify-general-ability-screen/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_General_Ability_Screen_Fact_Sheet.pdf
Verify - Inductive Reasoning (2014),"Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may require inductive reasoning include, but are not limited to dealing with new concepts and approaches, answering questions of ‘why’ and ‘how’ and resolving complex and ambiguous problems. Potential job titles that use this ability are Senior Sales, Product/Service Development, Research and Development","Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level","Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Finnish, French, Hungarian, Indonesian, English International, Italian, Latin American Spanish, Norwegian, Portuguese, Russian, Thai, English (USA), French (Canada), Dutch, Polish, Slovak, Arabic, German, Greek, Japanese, Korean, Romanian, Serbian, Spanish, Swedish, Turkish",24,Yes,Yes,A,https://www.shl.com/solutions/products/product-catalog/view/verify-inductive-reasoning-2014/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Inductive_Reasoning_Fact_Sheet_NG.pdf
Verify - Numerical Ability,"The next-generation Verify Numerical Ability Test provides a replacement for the existing Numerical Reasoning test in our Verify range of ability tests and the Global Cognitive Index – Adaptive Quantitative test, and measures the ability to:
•	Derive the numerical problem from a written problem
•	Calculate the answer to numerical equations
•	Work with numerical data in a realistic workplace context

The test is 20 minutes long, has 16 items and is designed to provide an indication of how an individual will perform when asked to work with numerical information or statistical details","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Arabic, Portuguese (Brazil), French (Canada), Chinese Simplified, Czech, Dutch, Finnish, French, German, Hungarian, Indonesian, English International, Italian, Japanese, Korean, Norwegian, Portuguese, Romanian, Russian, Slovak, Spanish, Swedish, Turkish, English (USA), Latin American Spanish, Polish, Serbian, Chinese Traditional, Danish, Thai, Greek",20,Yes,Yes,A,https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Numerical_Ability_Fact_Sheet.pdf
Verify - Technical Checking - Next Generation,"The Technical Checking assessment is part of the Verify suite of cognitive ability assessments. Technical Checking measures perceptual speed and accuracy. This assessment requires examinees to quickly and accurately match symbols and switches based on a given set of rules. The Technical Checking assessment is mostly non-verbal and features shapes and figures. As with all assessments included in the Verify suite, the Technical Checking assessment allows organizations to assess this aspect of cognitive ability in an unproctored setting. This assessment is appropriate for all job levels and job titles, but is especially relevant for jobs that require the ability to quickly assess the accuracy of information against a set of rules",Entry-Level,"Latin American Spanish, English (USA), English International, French, German, Italian, Dutch, Chinese Simplified",5,Yes,No,A,https://www.shl.com/solutions/products/product-catalog/view/verify-technical-checking-next-generation/,N/A
Verify - Verbal Ability - Next Generation,"The Verbal Ability test measures the ability to read written passages and comprehend the text, interpret tone and author intent, identify main ideas, and predict author responses. Sample tasks for jobs that may require verbal ability include, but are not limited to: working with reports, correspondence, instructions, and research information. The Verbal Ability test, due to its adaptive nature, is appropriate for all job levels and roles","General Population, Graduate, Executive, Director, Entry-Level, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager","English (USA), English International",15,Yes,Yes,A,https://www.shl.com/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_-_Verify_-_Verbal_Ability.pdf
Verify - Working with Information,This test measures a candidate's ability to process information. Candidates are given information in different table formats and are asked to use the information provided to answer related questions,Entry-Level,"Greek, Arabic, Chinese Simplified, German, French, Italian, Dutch, English International, English (USA), Latin American Spanish",10,Yes,No,A,https://www.shl.com/solutions/products/product-catalog/view/verify-working-with-information/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Verify_Working_with_Information.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Working_with_Information_Detailed_Report.pdf
Verify G+ - Ability Test Report,"The SHL Verify G+ Ability Test Report provides the candidate's overall General Ability score alongside scores on Numerical, Deductive and Inductive Reasoning, using the comparison group selected by the user",N/A,N/A,N/A,Yes,No,A,https://www.shl.com/solutions/products/product-catalog/view/verify-g-ability-test-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_International_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_French_Canadian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_North_American_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_US_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Arabic.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Chinese_Traditional.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Indonesian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Korean.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Czech.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Greek.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Hungarian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Polish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Portugese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Serbian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Slovak.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Turkish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Brazil_Portugese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Thai.pdf
Verify G+ - Candidate Report,"The SHL Verify G+ Ability Candidate Report provides the candidate with feedback on their Numerical, Deductive and Inductive Reasoning results. It does not include the overall score, as it is intended for feedback and developmental purposes. The report focuses on how the candidate can improve their abilities in each area (deductive, inductive, and numerical). Please note: language availability for the G+ Candidate Report is currently more limited than for the manger-facing G+ Ability Report",N/A,N/A,N/A,Yes,No,A,https://www.shl.com/solutions/products/product-catalog/view/verify-g-candidate-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_English_US.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_Polish.pdf
Verify Interactive Ability Report,Verify Interactive Ability Report,N/A,N/A,N/A,Yes,No,A,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_DNI_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_Numerical_Calculation_UKE_.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_DNI_USE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_Numerical_Calculation.USE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_VerifyInteractiveReport_8140055_(1).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_DNI_ARB.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_DNI_CHS.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_Numerical_Calculation_CHS.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_-_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_DNI_NED.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_Numerical_Calculation_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_-_Estonian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_-_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_DNI_FRA.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_Numerical_Calculation_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_DNI_DEU.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_Numerical_Calculation_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_DNI_ITA.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_Numerical_Calculation_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_-_Latvian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_-_Lithuanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_-_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/10._Verify_Interactive_Ability_Report_Numerical_Calculation_NOR.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_-_Swedish.pdf
Verify Interactive G+ Candidate Report,Verify Interactive G+ Candidate Report,N/A,N/A,N/A,Yes,No,A,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-candidate-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_North_American_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_US_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_CHT.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_CHS.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Czech.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Greek.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Hungarian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Polish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Serbian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Portuguese_(Brazil).pdf
